Date,open,high,low,close,volume,ticker
23-02-2023,331.23,331.28,314.3,323.65,13238673,NFLX
22-02-2023,337.5,341.91,332.82,334.88,4546249,NFLX
21-02-2023,342.85,344.1253,336.4177,337.5,5710292,NFLX
27-04-2023,324.3,327.45,317.44,325.85,5618768,NFLX
21-03-2023,306.32,307.92,300.43,305.79,4886279,NFLX
12-01-2023,332.5,332.95,323.14,330.13,10856246,NFLX
03-03-2023,315.45,317.49,310.82,315.18,5953319,NFLX
06-02-2023,363.642,368.45,360.68,361.48,4994942,NFLX
30-01-2023,358.44,360.95,352.855,353.11,5127593,NFLX
13-02-2023,349.5,359.7034,344.25,358.57,7134445,NFLX
10-02-2023,359.16,362.14,347.14,347.36,7291096,NFLX
09-02-2023,372.41,373.83,361.7444,362.5,6901100,NFLX
08-02-2023,360.02,368.193,358.31,366.83,6253179,NFLX
07-02-2023,358.51,364.1799,354.18,362.95,6289368,NFLX
14-02-2023,357.55,363.75,353.4,359.96,4624758,NFLX
03-02-2023,359.08,379.4301,359,365.9,9402034,NFLX
02-02-2023,365.16,368.32,358.43,366.89,7856952,NFLX
31-01-2023,349.98,355.95,348.71,353.86,5660738,NFLX
01-02-2023,353.86,365.385,349.91,361.99,8005170,NFLX
15-02-2023,356.63,362.88,354.24,361.42,3969945,NFLX
26-01-2023,368.77,369.02,361.7,364.87,8256844,NFLX
25-01-2023,360.57,368.8999,358.501,367.96,7766907,NFLX
24-01-2023,357.53,365.65,355.1401,363.83,11796528,NFLX
23-01-2023,341.715,362.2453,340.6329,357.42,15646853,NFLX
20-01-2023,336.79,344,332.625,342.5,28430339,NFLX
19-01-2023,322.57,324.89,313.39,315.78,18008195,NFLX
18-01-2023,326.75,330.08,321.25,326.33,7814115,NFLX
17-01-2023,331.08,332.5,323.6,326.22,9246987,NFLX
13-01-2023,329.97,336.65,328.885,332.82,8286816,NFLX
27-01-2023,363.2,365.92,360.59,360.77,6703548,NFLX
28-02-2023,210.59,211.23,203.75,205.71,153144912,TSLA
02-03-2023,186.74,193.7499,186.01,190.9,181979154,TSLA
01-03-2023,206.21,207.2,198.52,202.77,156852790,TSLA
27-02-2023,202.03,209.42,201.26,207.63,161028315,TSLA
12-01-2023,122.56,124.1311,117,123.56,169400913,TSLA
23-02-2023,203.91,205.14,196.33,202.07,146359950,TSLA
22-02-2023,197.93,201.99,191.78,200.86,191828457,TSLA
21-02-2023,204.99,209.71,197.22,197.37,180018588,TSLA
24-02-2023,196.325,197.6695,192.8,196.88,142228105,TSLA
03-03-2023,194.795,200.48,192.88,197.79,154193277,TSLA
21-03-2023,188.28,198,188.04,197.58,153391444,TSLA
07-03-2023,191.38,194.2,186.1,187.71,148125790,TSLA
08-03-2023,185.04,186.5,180,182,151897763,TSLA
09-03-2023,180.25,185.18,172.5124,172.92,170023794,TSLA
10-03-2023,175.13,178.29,168.44,173.44,191488872,TSLA
13-03-2023,167.455,177.35,163.91,174.48,167790256,TSLA
14-03-2023,177.31,183.8,177.1401,183.26,143717897,TSLA
15-03-2023,180.8,182.34,176.03,180.45,145995583,TSLA
16-03-2023,180.365,185.81,178.84,184.13,121374453,TSLA
17-03-2023,184.515,186.2199,177.33,180.13,133197140,TSLA
20-03-2023,178.08,186.44,176.35,183.25,129684359,TSLA
06-03-2023,198.54,198.6,192.3,193.81,128100106,TSLA
17-02-2023,199.985,208.44,197.5,208.31,213738549,TSLA
01-02-2023,173.89,183.805,169.93,181.41,213806323,TSLA
15-02-2023,211.755,214.66,206.11,214.24,182108581,TSLA
22-03-2023,199.3,200.66,190.95,191.15,150376373,TSLA
13-01-2023,116.55,122.63,115.6,122.4,180714119,TSLA
17-01-2023,125.695,131.7,125.02,131.49,186476985,TSLA
18-01-2023,136.555,136.68,127.01,128.78,195680318,TSLA
19-01-2023,127.26,129.99,124.3082,127.17,170291880,TSLA
20-01-2023,128.68,133.51,127.3466,133.42,138858136,TSLA
23-01-2023,135.87,145.3793,134.27,143.75,203119211,TSLA
24-01-2023,143,146.5,141.1,143.89,158699056,TSLA
25-01-2023,141.905,146.41,138.07,144.43,192734347,TSLA
26-01-2023,159.965,161.42,154.76,160.27,234815090,TSLA
16-02-2023,210.78,217.65,201.84,202.04,229586538,TSLA
27-01-2023,162.43,180.68,161.17,177.9,306590613,TSLA
31-01-2023,164.57,174.3,162.78,173.22,196813541,TSLA
02-02-2023,187.325,196.7501,182.61,188.27,217448287,TSLA
03-02-2023,183.95,199,183.69,189.98,232662023,TSLA
06-02-2023,193.01,198.17,189.92,194.76,186188131,TSLA
07-02-2023,196.43,197.5,189.55,196.81,186010325,TSLA
08-02-2023,196.1,203,194.31,201.29,180673644,TSLA
09-02-2023,207.775,214,204.77,207.32,215431442,TSLA
10-02-2023,202.225,206.2,192.89,196.89,204754129,TSLA
13-02-2023,194.415,196.3,187.61,194.64,172475452,TSLA
14-02-2023,191.94,209.82,189.44,209.25,216455708,TSLA
30-01-2023,178.05,179.77,166.5,166.66,230878807,TSLA
23-03-2023,195.26,199.31,188.65,192.22,144193876,TSLA
27-04-2023,152.64,160.48,152.37,160.19,127015177,TSLA
27-03-2023,194.415,197.39,189.94,191.81,120851587,TSLA
05-05-2023,163.97,170.7899,163.51,170.06,107607259,TSLA
08-05-2023,173.72,173.8,169.19,171.79,112249449,TSLA
09-05-2023,168.95,169.82,166.56,169.15,88965043,TSLA
10-05-2023,172.55,174.43,166.68,168.54,119840693,TSLA
11-05-2023,168.7,173.57,166.79,172.08,103889930,TSLA
12-05-2023,176.07,177.38,167.23,167.98,157849625,TSLA
15-05-2023,167.655,169.76,164.5499,166.35,105592510,TSLA
16-05-2023,165.65,169.5184,164.35,166.52,98288792,TSLA
17-05-2023,168.41,174.5,167.185,173.86,125473558,TSLA
18-05-2023,174.22,177.06,172.45,176.89,109520332,TSLA
19-05-2023,177.17,181.95,176.31,180.14,136196668,TSLA
22-05-2023,180.7,189.32,180.11,188.87,132001430,TSLA
23-05-2023,186.2,192.96,185.26,185.77,156952130,TSLA
24-05-2023,182.23,184.22,178.22,182.9,137605054,TSLA
25-05-2023,186.54,186.78,180.58,184.47,96870719,TSLA
26-05-2023,184.62,198.6,184.53,193.17,162061496,TSLA
30-05-2023,200.1,204.48,197.53,201.16,128818746,TSLA
31-05-2023,199.78,203.95,195.12,203.93,149356274,TSLA
01-06-2023,202.59,209.8,199.37,207.52,148029931,TSLA
02-06-2023,210.15,217.25,209.752,213.97,164398372,TSLA
11-01-2023,122.09,125.95,120.51,123.22,183810771,TSLA
04-05-2023,162.71,162.95,159.65,161.2,95108492,TSLA
03-05-2023,160.01,165,159.91,160.61,119727972,TSLA
02-05-2023,161.88,165.49,158.93,160.31,128259744,TSLA
01-05-2023,163.17,163.28,158.83,161.83,109015048,TSLA
28-03-2023,192,192.35,185.43,189.19,98654635,TSLA
29-03-2023,193.13,195.29,189.44,193.88,123660026,TSLA
30-03-2023,195.58,197.33,194.42,195.28,110252238,TSLA
31-03-2023,197.53,207.79,197.2,207.46,170222118,TSLA
03-04-2023,199.91,202.6897,192.2,194.77,169545900,TSLA
04-04-2023,197.32,198.7446,190.32,192.58,126463845,TSLA
05-04-2023,190.515,190.68,183.76,185.52,133882493,TSLA
06-04-2023,183.08,186.39,179.74,185.06,123857932,TSLA
10-04-2023,179.94,185.1,176.11,184.51,142154637,TSLA
11-04-2023,186.69,189.19,185.6475,186.79,115770892,TSLA
24-03-2023,191.65,192.36,187.15,190.41,116531584,TSLA
12-04-2023,190.74,191.5846,180.31,180.54,150256278,TSLA
14-04-2023,183.95,186.28,182.01,185,96438664,TSLA
17-04-2023,186.32,189.69,182.69,187.04,116177121,TSLA
18-04-2023,187.15,187.69,183.5775,184.31,92067016,TSLA
19-04-2023,179.1,183.5,177.65,180.59,125732687,TSLA
20-04-2023,166.165,169.7,160.56,162.99,210970819,TSLA
21-04-2023,164.8,166,161.3208,165.08,123538954,TSLA
24-04-2023,164.65,165.65,158.61,162.55,140006559,TSLA
25-04-2023,159.82,163.47,158.75,160.67,121999312,TSLA
26-04-2023,160.29,160.67,153.14,153.75,152247096,TSLA
28-04-2023,160.9,165,157.32,164.31,122515812,TSLA
13-04-2023,182.955,186.5,180.94,185.9,112932985,TSLA
10-01-2023,121.07,122.76,114.92,118.85,167642485,TSLA
